year,level_1,level_2,level_3,level_4,value
2015,Total,0 - 4,Tanglin- Total,Chatsworth,310
2015,Total,0 - 4,Tanglin- Total,Nassim,420
2015,Total,0 - 4,Tanglin- Total,Ridout,70
2015,Total,0 - 4,Tanglin- Total,Tyersall,130
2015,Total,0 - 4,Toa Payoh- Total,Boon Teck,530
2015,Total,0 - 4,Toa Payoh- Total,Braddell,390
2015,Total,0 - 4,Toa Payoh- Total,Joo Seng,220
2015,Total,0 - 4,Toa Payoh- Total,Kim Keat,300
2015,Total,0 - 4,Toa Payoh- Total,Lorong 8 Toa Payoh,270
2015,Total,0 - 4,Toa Payoh- Total,Pei Chun,410
2015,Total,0 - 4,Toa Payoh- Total,Potong Pasir,460
2015,Total,0 - 4,Toa Payoh- Total,Sennett,130
2015,Total,0 - 4,Toa Payoh- Total,Toa Payoh Central,1800
2015,Total,0 - 4,Toa Payoh- Total,Toa Payoh West,410
2015,Total,0 - 4,Toa Payoh- Total,Woodleigh,130
2015,Total,0 - 4,Western Water Catchment- Total,Western Water Catchment,40
2015,Total,0 - 4,Woodlands- Total,Midview,1560
2015,Total,0 - 4,Woodlands- Total,North Coast,510
2015,Total,0 - 4,Woodlands- Total,Woodgrove,1360
2015,Total,0 - 4,Woodlands- Total,Woodlands East,4930
2015,Total,0 - 4,Woodlands- Total,Woodlands South,2230
2015,Total,0 - 4,Woodlands- Total,Woodlands West,1370
2015,Total,0 - 4,Yishun- Total,Khatib,340
2015,Total,0 - 4,Yishun- Total,Lower Seletar,290
2015,Total,0 - 4,Yishun- Total,Nee Soon,50
2015,Total,0 - 4,Yishun- Total,Northland,1110
2015,Total,0 - 4,Yishun- Total,Springleaf,140
2015,Total,0 - 4,Yishun- Total,Yishun Central,50
2015,Total,0 - 4,Yishun- Total,Yishun East,4580
2015,Total,0 - 4,Yishun- Total,Yishun South,1430
2015,Total,0 - 4,Yishun- Total,Yishun West,2240
2015,Total,5 - 9,Ang Mo Kio- Total,Ang Mo Kio Town Centre,280
2015,Total,5 - 9,Ang Mo Kio- Total,Cheng San,1180
2015,Total,5 - 9,Ang Mo Kio- Total,Chong Boon,1100
2015,Total,5 - 9,Ang Mo Kio- Total,Kebun Bahru,1010
2015,Total,5 - 9,Ang Mo Kio- Total,Sembawang Hills,360
2015,Total,5 - 9,Ang Mo Kio- Total,Shangri-La,790
2015,Total,5 - 9,Ang Mo Kio- Total,Tagore,370
2015,Total,5 - 9,Ang Mo Kio- Total,Townsville,1100
2015,Total,5 - 9,Ang Mo Kio- Total,Yio Chu Kang East,170
2015,Total,5 - 9,Ang Mo Kio- Total,Yio Chu Kang West,1310
2015,Total,5 - 9,Bedok- Total,Bayshore,490
2015,Total,5 - 9,Bedok- Total,Bedok North,3680
2015,Total,5 - 9,Bedok- Total,Bedok Reservoir,1410
2015,Total,5 - 9,Bedok- Total,Bedok South,2290
2015,Total,5 - 9,Bedok- Total,Frankel,2010
2015,Total,5 - 9,Bedok- Total,Kaki Bukit,1730
2015,Total,5 - 9,Bedok- Total,Kembangan,1520
2015,Total,5 - 9,Bedok- Total,Siglap,270
2015,Total,5 - 9,Bishan- Total,Bishan East,1290
2015,Total,5 - 9,Bishan- Total,Marymount,1660
2015,Total,5 - 9,Bishan- Total,Upper Thomson,1380
2015,Total,5 - 9,Bukit Batok- Total,Bukit Batok Central,1310
2015,Total,5 - 9,Bukit Batok- Total,Bukit Batok East,670
2015,Total,5 - 9,Bukit Batok- Total,Bukit Batok South,680
2015,Total,5 - 9,Bukit Batok- Total,Bukit Batok West,770
2015,Total,5 - 9,Bukit Batok- Total,Gombak,600
2015,Total,5 - 9,Bukit Batok- Total,Guilin,640
2015,Total,5 - 9,Bukit Batok- Total,Hillview,880
2015,Total,5 - 9,Bukit Batok- Total,Hong Kah North,1350
2015,Total,5 - 9,Bukit Merah- Total,Alexandra Hill,700
2015,Total,5 - 9,Bukit Merah- Total,Alexandra North,70
2015,Total,5 - 9,Bukit Merah- Total,Bukit Ho Swee,660
2015,Total,5 - 9,Bukit Merah- Total,Bukit Merah,60
2015,Total,5 - 9,Bukit Merah- Total,Depot Road,340
2015,Total,5 - 9,Bukit Merah- Total,Everton Park,410
2015,Total,5 - 9,Bukit Merah- Total,Henderson Hill,590
2015,Total,5 - 9,Bukit Merah- Total,Kampong Tiong Bahru,430
2015,Total,5 - 9,Bukit Merah- Total,Maritime Square,160
2015,Total,5 - 9,Bukit Merah- Total,Redhill,760
2015,Total,5 - 9,Bukit Merah- Total,Telok Blangah Drive,700
2015,Total,5 - 9,Bukit Merah- Total,Telok Blangah Rise,500
2015,Total,5 - 9,Bukit Merah- Total,Telok Blangah Way,500
2015,Total,5 - 9,Bukit Merah- Total,Tiong Bahru,600
2015,Total,5 - 9,Bukit Merah- Total,Tiong Bahru Station,1010
2015,Total,5 - 9,Bukit Panjang- Total,Bangkit,970
2015,Total,5 - 9,Bukit Panjang- Total,Dairy Farm,300
2015,Total,5 - 9,Bukit Panjang- Total,Fajar,1630
2015,Total,5 - 9,Bukit Panjang- Total,Jelebu,1590
2015,Total,5 - 9,Bukit Panjang- Total,Nature Reserve,230
2015,Total,5 - 9,Bukit Panjang- Total,Saujana,1490
2015,Total,5 - 9,Bukit Panjang- Total,Senja,1420
2015,Total,5 - 9,Bukit Timah- Total,Anak Bukit,1160
2015,Total,5 - 9,Bukit Timah- Total,Coronation Road,470
2015,Total,5 - 9,Bukit Timah- Total,Farrer Court,310
2015,Total,5 - 9,Bukit Timah- Total,Hillcrest,640
2015,Total,5 - 9,Bukit Timah- Total,Holland Road,770
2015,Total,5 - 9,Bukit Timah- Total,Leedon Park,350
2015,Total,5 - 9,Bukit Timah- Total,Swiss Club,340
2015,Total,5 - 9,Bukit Timah- Total,Ulu Pandan,640
2015,Total,5 - 9,Changi- Total,Changi Point,30
2015,Total,5 - 9,Changi- Total,Changi West,200
2015,Total,5 - 9,Choa Chu Kang- Total,Choa Chu Kang Central,1130
2015,Total,5 - 9,Choa Chu Kang- Total,Choa Chu Kang North,1750
2015,Total,5 - 9,Choa Chu Kang- Total,Keat Hong,780
2015,Total,5 - 9,Choa Chu Kang- Total,Peng Siang,1630
2015,Total,5 - 9,Choa Chu Kang- Total,Teck Whye,1160
2015,Total,5 - 9,Choa Chu Kang- Total,Yew Tee,2900
2015,Total,5 - 9,Clementi- Total,Clementi Central,700
2015,Total,5 - 9,Clementi- Total,Clementi North,1150
2015,Total,5 - 9,Clementi- Total,Clementi West,750
2015,Total,5 - 9,Clementi- Total,Clementi Woods,800
2015,Total,5 - 9,Clementi- Total,Faber,300
2015,Total,5 - 9,Clementi- Total,Sunset Way,270
2015,Total,5 - 9,Clementi- Total,West Coast,450
2015,Total,5 - 9,Downtown Core- Total,Bugis,60
2015,Total,5 - 9,Downtown Core- Total,Cecil,10
2015,Total,5 - 9,Downtown Core- Total,Central Subzone,20
2015,Total,5 - 9,Downtown Core- Total,Tanjong Pagar,10
2015,Total,5 - 9,Geylang- Total,Aljunied,1930
2015,Total,5 - 9,Geylang- Total,Geylang East,1630
2015,Total,5 - 9,Geylang- Total,Kampong Ubi,600
2015,Total,5 - 9,Geylang- Total,Macpherson,1190
2015,Total,5 - 9,Hougang- Total,Hougang Central,210
2015,Total,5 - 9,Hougang- Total,Hougang East,880
2015,Total,5 - 9,Hougang- Total,Hougang West,1920
2015,Total,5 - 9,Hougang- Total,Kangkar,1140
2015,Total,5 - 9,Hougang- Total,Kovan,1190
2015,Total,5 - 9,Hougang- Total,Lorong Ah Soo,1460
2015,Total,5 - 9,Hougang- Total,Tai Seng,740
2015,Total,5 - 9,Hougang- Total,Trafalgar,2470
2015,Total,5 - 9,Jurong East- Total,Lakeside,30
2015,Total,5 - 9,Jurong East- Total,Teban Gardens,920
2015,Total,5 - 9,Jurong East- Total,Toh Guan,800
2015,Total,5 - 9,Jurong East- Total,Yuhua East,1150
2015,Total,5 - 9,Jurong East- Total,Yuhua West,970
2015,Total,5 - 9,Jurong West- Total,Boon Lay Place,1830
2015,Total,5 - 9,Jurong West- Total,Hong Kah,2660
2015,Total,5 - 9,Jurong West- Total,Jurong West Central,4890
2015,Total,5 - 9,Jurong West- Total,Taman Jurong,2060
2015,Total,5 - 9,Jurong West- Total,Wenya,780
2015,Total,5 - 9,Jurong West- Total,Yunnan,3680
2015,Total,5 - 9,Kallang- Total,Bendemeer,1470
2015,Total,5 - 9,Kallang- Total,Boon Keng,430
2015,Total,5 - 9,Kallang- Total,Crawford,320
2015,Total,5 - 9,Kallang- Total,Geylang Bahru,520
2015,Total,5 - 9,Kallang- Total,Kampong Bugis,20
2015,Total,5 - 9,Kallang- Total,Kampong Java,550
2015,Total,5 - 9,Kallang- Total,Lavender,480
2015,Total,5 - 9,Kallang- Total,Tanjong Rhu,660
2015,Total,5 - 9,Mandai- Total,Mandai Estate,120
2015,Total,5 - 9,Marine Parade- Total,Katong,530
2015,Total,5 - 9,Marine Parade- Total,Marine Parade,1610
2015,Total,5 - 9,Marine Parade- Total,Mountbatten,560
2015,Total,5 - 9,Museum- Total,Dhoby Ghaut,10
2015,Total,5 - 9,Museum- Total,Fort Canning,10
2015,Total,5 - 9,Newton- Total,Cairnhill,230
2015,Total,5 - 9,Newton- Total,Goodwood Park,90
2015,Total,5 - 9,Newton- Total,Monk's Hill,70
2015,Total,5 - 9,Newton- Total,Newton Circus,20
2015,Total,5 - 9,Newton- Total,Orange Grove,70
2015,Total,5 - 9,Novena- Total,Balestier,1540
2015,Total,5 - 9,Novena- Total,Dunearn,240
2015,Total,5 - 9,Novena- Total,Malcolm,210
2015,Total,5 - 9,Novena- Total,Moulmein,760
2015,Total,5 - 9,Novena- Total,Mount Pleasant,30
2015,Total,5 - 9,Orchard- Total,Boulevard,20
2015,Total,5 - 9,Orchard- Total,Somerset,10
2015,Total,5 - 9,Orchard- Total,Tanglin,30
2015,Total,5 - 9,Outram- Total,China Square,30
2015,Total,5 - 9,Outram- Total,Chinatown,760
2015,Total,5 - 9,Outram- Total,Pearl's Hill,290
2015,Total,5 - 9,Pasir Ris- Total,Flora Drive,690
2015,Total,5 - 9,Pasir Ris- Total,Loyang East,100
2015,Total,5 - 9,Pasir Ris- Total,Pasir Ris Central,1290
2015,Total,5 - 9,Pasir Ris- Total,Pasir Ris Drive,2860
2015,Total,5 - 9,Pasir Ris- Total,Pasir Ris Park,210
2015,Total,5 - 9,Pasir Ris- Total,Pasir Ris West,1960
2015,Total,5 - 9,Punggol- Total,Matilda,2190
2015,Total,5 - 9,Punggol- Total,Northshore,20
2015,Total,5 - 9,Punggol- Total,Punggol Field,3850
2015,Total,5 - 9,Punggol- Total,Punggol Town Centre,610
2015,Total,5 - 9,Punggol- Total,Waterway East,2530
2015,Total,5 - 9,Queenstown- Total,Commonwealth,310
2015,Total,5 - 9,Queenstown- Total,Dover,820
2015,Total,5 - 9,Queenstown- Total,Ghim Moh,550
2015,Total,5 - 9,Queenstown- Total,Holland Drive,480
2015,Total,5 - 9,Queenstown- Total,Kent Ridge,50
2015,Total,5 - 9,Queenstown- Total,Margaret Drive,580
2015,Total,5 - 9,Queenstown- Total,Mei Chin,750
2015,Total,5 - 9,Queenstown- Total,National University of S'pore,10
2015,Total,5 - 9,Queenstown- Total,One North,50
2015,Total,5 - 9,Queenstown- Total,Pasir Panjang 1,200
2015,Total,5 - 9,Queenstown- Total,Pasir Panjang 2,140
2015,Total,5 - 9,Queenstown- Total,Queensway,10
2015,Total,5 - 9,Queenstown- Total,Singapore Polytechnic,10
2015,Total,5 - 9,Queenstown- Total,Tanglin Halt,550
2015,Total,5 - 9,River Valley- Total,Institution Hill,230
2015,Total,5 - 9,River Valley- Total,Leonie Hill,140
2015,Total,5 - 9,River Valley- Total,One Tree Hill,70
2015,Total,5 - 9,River Valley- Total,Oxley,70
2015,Total,5 - 9,River Valley- Total,Paterson,10
2015,Total,5 - 9,Rochor- Total,Bencoolen,50
2015,Total,5 - 9,Rochor- Total,Farrer Park,170
2015,Total,5 - 9,Rochor- Total,Kampong Glam,10
2015,Total,5 - 9,Rochor- Total,Little India,140
2015,Total,5 - 9,Rochor- Total,Mackenzie,10
2015,Total,5 - 9,Rochor- Total,Mount Emily,60
2015,Total,5 - 9,Rochor- Total,Selegie,10
2015,Total,5 - 9,Rochor- Total,Sungei Road,90
2015,Total,5 - 9,Rochor- Total,Victoria,50
2015,Total,5 - 9,Seletar- Total,Seletar,20
2015,Total,5 - 9,Sembawang- Total,Admiralty,1130
2015,Total,5 - 9,Sembawang- Total,Sembawang Central,1840
2015,Total,5 - 9,Sembawang- Total,Sembawang North,2100
2015,Total,5 - 9,Sembawang- Total,Sembawang Springs,240
2015,Total,5 - 9,Sembawang- Total,Sembawang Straits,90
2015,Total,5 - 9,Sengkang- Total,Anchorvale,3170
2015,Total,5 - 9,Sengkang- Total,Compassvale,1710
2015,Total,5 - 9,Sengkang- Total,Fernvale,2900
2015,Total,5 - 9,Sengkang- Total,Rivervale,3810
2015,Total,5 - 9,Sengkang- Total,Sengkang Town Centre,3580
2015,Total,5 - 9,Serangoon- Total,Lorong Chuan,430
2015,Total,5 - 9,Serangoon- Total,Seletar Hills,600
2015,Total,5 - 9,Serangoon- Total,Serangoon Central,960
2015,Total,5 - 9,Serangoon- Total,Serangoon Garden,1570
2015,Total,5 - 9,Serangoon- Total,Serangoon North,900
2015,Total,5 - 9,Serangoon- Total,Upper Paya Lebar,640
2015,Total,5 - 9,Singapore River- Total,Boat Quay,10
2015,Total,5 - 9,Singapore River- Total,Robertson Quay,170
2015,Total,5 - 9,Southern Islands- Total,Sentosa,90
2015,Total,5 - 9,Sungei Kadut- Total,Turf Club,20
2015,Total,5 - 9,Tampines- Total,Simei,2140
2015,Total,5 - 9,Tampines- Total,Tampines East,6220
2015,Total,5 - 9,Tampines- Total,Tampines West,3830
2015,Total,5 - 9,Tampines- Total,Xilin,70
2015,Total,5 - 9,Tanglin- Total,Chatsworth,340
2015,Total,5 - 9,Tanglin- Total,Nassim,640
2015,Total,5 - 9,Tanglin- Total,Ridout,70
2015,Total,5 - 9,Tanglin- Total,Tyersall,240
2015,Total,5 - 9,Toa Payoh- Total,Boon Teck,650
2015,Total,5 - 9,Toa Payoh- Total,Braddell,510
2015,Total,5 - 9,Toa Payoh- Total,Joo Seng,350
2015,Total,5 - 9,Toa Payoh- Total,Kim Keat,360
2015,Total,5 - 9,Toa Payoh- Total,Lorong 8 Toa Payoh,300
2015,Total,5 - 9,Toa Payoh- Total,Pei Chun,550
2015,Total,5 - 9,Toa Payoh- Total,Potong Pasir,470
2015,Total,5 - 9,Toa Payoh- Total,Sennett,180
2015,Total,5 - 9,Toa Payoh- Total,Toa Payoh Central,1640
2015,Total,5 - 9,Toa Payoh- Total,Toa Payoh West,480
2015,Total,5 - 9,Toa Payoh- Total,Woodleigh,170
2015,Total,5 - 9,Western Water Catchment- Total,Western Water Catchment,50
2015,Total,5 - 9,Woodlands- Total,Midview,1840
2015,Total,5 - 9,Woodlands- Total,North Coast,580
2015,Total,5 - 9,Woodlands- Total,Woodgrove,1800
2015,Total,5 - 9,Woodlands- Total,Woodlands East,6210
2015,Total,5 - 9,Woodlands- Total,Woodlands South,2550
2015,Total,5 - 9,Woodlands- Total,Woodlands West,1450
2015,Total,5 - 9,Yishun- Total,Khatib,440
2015,Total,5 - 9,Yishun- Total,Lower Seletar,210
2015,Total,5 - 9,Yishun- Total,Nee Soon,40
2015,Total,5 - 9,Yishun- Total,Northland,1460
2015,Total,5 - 9,Yishun- Total,Springleaf,170
2015,Total,5 - 9,Yishun- Total,Yishun Central,70
2015,Total,5 - 9,Yishun- Total,Yishun East,3210
2015,Total,5 - 9,Yishun- Total,Yishun South,1770
2015,Total,5 - 9,Yishun- Total,Yishun West,2590
2015,Total,10 - 14,Ang Mo Kio- Total,Ang Mo Kio Town Centre,320
2015,Total,10 - 14,Ang Mo Kio- Total,Cheng San,1290
2015,Total,10 - 14,Ang Mo Kio- Total,Chong Boon,1180
2015,Total,10 - 14,Ang Mo Kio- Total,Kebun Bahru,1080
2015,Total,10 - 14,Ang Mo Kio- Total,Sembawang Hills,460
2015,Total,10 - 14,Ang Mo Kio- Total,Shangri-La,850
2015,Total,10 - 14,Ang Mo Kio- Total,Tagore,450
2015,Total,10 - 14,Ang Mo Kio- Total,Townsville,940
2015,Total,10 - 14,Ang Mo Kio- Total,Yio Chu Kang East,250
2015,Total,10 - 14,Ang Mo Kio- Total,Yio Chu Kang West,1480
2015,Total,10 - 14,Bedok- Total,Bayshore,470
2015,Total,10 - 14,Bedok- Total,Bedok North,4170
2015,Total,10 - 14,Bedok- Total,Bedok Reservoir,1560
2015,Total,10 - 14,Bedok- Total,Bedok South,2510
2015,Total,10 - 14,Bedok- Total,Frankel,1860
2015,Total,10 - 14,Bedok- Total,Kaki Bukit,2060
2015,Total,10 - 14,Bedok- Total,Kembangan,1800
2015,Total,10 - 14,Bedok- Total,Siglap,320
2015,Total,10 - 14,Bishan- Total,Bishan East,1370
2015,Total,10 - 14,Bishan- Total,Marymount,1760
2015,Total,10 - 14,Bishan- Total,Upper Thomson,1580
2015,Total,10 - 14,Bukit Batok- Total,Bukit Batok Central,1500
2015,Total,10 - 14,Bukit Batok- Total,Bukit Batok East,710
2015,Total,10 - 14,Bukit Batok- Total,Bukit Batok South,850
2015,Total,10 - 14,Bukit Batok- Total,Bukit Batok West,860
2015,Total,10 - 14,Bukit Batok- Total,Gombak,490
2015,Total,10 - 14,Bukit Batok- Total,Guilin,760
2015,Total,10 - 14,Bukit Batok- Total,Hillview,1210
2015,Total,10 - 14,Bukit Batok- Total,Hong Kah North,1590
2015,Total,10 - 14,Bukit Merah- Total,Alexandra Hill,730
2015,Total,10 - 14,Bukit Merah- Total,Alexandra North,50
2015,Total,10 - 14,Bukit Merah- Total,Bukit Ho Swee,570
2015,Total,10 - 14,Bukit Merah- Total,Bukit Merah,60
2015,Total,10 - 14,Bukit Merah- Total,Depot Road,230
2015,Total,10 - 14,Bukit Merah- Total,Everton Park,370
2015,Total,10 - 14,Bukit Merah- Total,Henderson Hill,560
2015,Total,10 - 14,Bukit Merah- Total,Kampong Tiong Bahru,410
2015,Total,10 - 14,Bukit Merah- Total,Maritime Square,130
2015,Total,10 - 14,Bukit Merah- Total,Redhill,540
2015,Total,10 - 14,Bukit Merah- Total,Telok Blangah Drive,710
2015,Total,10 - 14,Bukit Merah- Total,Telok Blangah Rise,580
2015,Total,10 - 14,Bukit Merah- Total,Telok Blangah Way,430
2015,Total,10 - 14,Bukit Merah- Total,Tiong Bahru,430
2015,Total,10 - 14,Bukit Merah- Total,Tiong Bahru Station,840
2015,Total,10 - 14,Bukit Panjang- Total,Bangkit,1280
2015,Total,10 - 14,Bukit Panjang- Total,Dairy Farm,390
2015,Total,10 - 14,Bukit Panjang- Total,Fajar,1610
2015,Total,10 - 14,Bukit Panjang- Total,Jelebu,1960
2015,Total,10 - 14,Bukit Panjang- Total,Nature Reserve,270
2015,Total,10 - 14,Bukit Panjang- Total,Saujana,1570
2015,Total,10 - 14,Bukit Panjang- Total,Senja,1390
2015,Total,10 - 14,Bukit Timah- Total,Anak Bukit,1350
2015,Total,10 - 14,Bukit Timah- Total,Coronation Road,420
2015,Total,10 - 14,Bukit Timah- Total,Farrer Court,260
2015,Total,10 - 14,Bukit Timah- Total,Hillcrest,590
2015,Total,10 - 14,Bukit Timah- Total,Holland Road,760
2015,Total,10 - 14,Bukit Timah- Total,Leedon Park,350
2015,Total,10 - 14,Bukit Timah- Total,Swiss Club,390
2015,Total,10 - 14,Bukit Timah- Total,Ulu Pandan,690
2015,Total,10 - 14,Changi- Total,Changi Point,40
2015,Total,10 - 14,Changi- Total,Changi West,180
2015,Total,10 - 14,Choa Chu Kang- Total,Choa Chu Kang Central,1340
2015,Total,10 - 14,Choa Chu Kang- Total,Choa Chu Kang North,2610
2015,Total,10 - 14,Choa Chu Kang- Total,Keat Hong,1000
2015,Total,10 - 14,Choa Chu Kang- Total,Peng Siang,1940
2015,Total,10 - 14,Choa Chu Kang- Total,Teck Whye,1470
2015,Total,10 - 14,Choa Chu Kang- Total,Yew Tee,3020
2015,Total,10 - 14,Clementi- Total,Clementi Central,660
2015,Total,10 - 14,Clementi- Total,Clementi North,1160
2015,Total,10 - 14,Clementi- Total,Clementi West,850
2015,Total,10 - 14,Clementi- Total,Clementi Woods,790
2015,Total,10 - 14,Clementi- Total,Faber,290
2015,Total,10 - 14,Clementi- Total,Sunset Way,300
2015,Total,10 - 14,Clementi- Total,West Coast,420
2015,Total,10 - 14,Downtown Core- Total,Bugis,60
2015,Total,10 - 14,Downtown Core- Total,Cecil,10
2015,Total,10 - 14,Downtown Core- Total,Central Subzone,10
2015,Total,10 - 14,Downtown Core- Total,Tanjong Pagar,10
2015,Total,10 - 14,Geylang- Total,Aljunied,1880
2015,Total,10 - 14,Geylang- Total,Geylang East,1490
2015,Total,10 - 14,Geylang- Total,Kampong Ubi,690
2015,Total,10 - 14,Geylang- Total,Macpherson,1360
2015,Total,10 - 14,Hougang- Total,Hougang Central,270
2015,Total,10 - 14,Hougang- Total,Hougang East,960
2015,Total,10 - 14,Hougang- Total,Hougang West,2250
2015,Total,10 - 14,Hougang- Total,Kangkar,1440
2015,Total,10 - 14,Hougang- Total,Kovan,1430
2015,Total,10 - 14,Hougang- Total,Lorong Ah Soo,1730
2015,Total,10 - 14,Hougang- Total,Tai Seng,830
2015,Total,10 - 14,Hougang- Total,Trafalgar,2770
2015,Total,10 - 14,Jurong East- Total,Lakeside,30
2015,Total,10 - 14,Jurong East- Total,Teban Gardens,970
2015,Total,10 - 14,Jurong East- Total,Toh Guan,1010
2015,Total,10 - 14,Jurong East- Total,Yuhua East,1420
2015,Total,10 - 14,Jurong East- Total,Yuhua West,1120
2015,Total,10 - 14,Jurong West- Total,Boon Lay Place,1740
2015,Total,10 - 14,Jurong West- Total,Hong Kah,3200
2015,Total,10 - 14,Jurong West- Total,Jurong West Central,4420
2015,Total,10 - 14,Jurong West- Total,Taman Jurong,2270
2015,Total,10 - 14,Jurong West- Total,Wenya,560
2015,Total,10 - 14,Jurong West- Total,Yunnan,4500
2015,Total,10 - 14,Kallang- Total,Bendemeer,1380
2015,Total,10 - 14,Kallang- Total,Boon Keng,480
2015,Total,10 - 14,Kallang- Total,Crawford,350
2015,Total,10 - 14,Kallang- Total,Geylang Bahru,620
2015,Total,10 - 14,Kallang- Total,Kampong Bugis,30
2015,Total,10 - 14,Kallang- Total,Kampong Java,500
2015,Total,10 - 14,Kallang- Total,Lavender,480
2015,Total,10 - 14,Kallang- Total,Tanjong Rhu,650
2015,Total,10 - 14,Mandai- Total,Mandai Estate,150
2015,Total,10 - 14,Marine Parade- Total,Katong,550
2015,Total,10 - 14,Marine Parade- Total,Marine Parade,1530
2015,Total,10 - 14,Marine Parade- Total,Mountbatten,620
2015,Total,10 - 14,Museum- Total,Fort Canning,10
2015,Total,10 - 14,Newton- Total,Cairnhill,150
2015,Total,10 - 14,Newton- Total,Goodwood Park,60
2015,Total,10 - 14,Newton- Total,Monk's Hill,70
2015,Total,10 - 14,Newton- Total,Newton Circus,10
2015,Total,10 - 14,Newton- Total,Orange Grove,50
2015,Total,10 - 14,Novena- Total,Balestier,1530
2015,Total,10 - 14,Novena- Total,Dunearn,260
2015,Total,10 - 14,Novena- Total,Malcolm,170
2015,Total,10 - 14,Novena- Total,Moulmein,520
2015,Total,10 - 14,Novena- Total,Mount Pleasant,40
2015,Total,10 - 14,Orchard- Total,Boulevard,20
2015,Total,10 - 14,Orchard- Total,Somerset,10
2015,Total,10 - 14,Orchard- Total,Tanglin,20
2015,Total,10 - 14,Outram- Total,China Square,30
2015,Total,10 - 14,Outram- Total,Chinatown,390
2015,Total,10 - 14,Outram- Total,Pearl's Hill,280
2015,Total,10 - 14,Outram- Total,People's Park,10
2015,Total,10 - 14,Pasir Ris- Total,Flora Drive,840
2015,Total,10 - 14,Pasir Ris- Total,Loyang East,120
2015,Total,10 - 14,Pasir Ris- Total,Pasir Ris Central,1550
2015,Total,10 - 14,Pasir Ris- Total,Pasir Ris Drive,3680
2015,Total,10 - 14,Pasir Ris- Total,Pasir Ris Park,210
2015,Total,10 - 14,Pasir Ris- Total,Pasir Ris West,2610
2015,Total,10 - 14,Punggol- Total,Matilda,1230
2015,Total,10 - 14,Punggol- Total,Northshore,20
2015,Total,10 - 14,Punggol- Total,Punggol Field,3270
2015,Total,10 - 14,Punggol- Total,Punggol Town Centre,260
2015,Total,10 - 14,Punggol- Total,Waterway East,1410
2015,Total,10 - 14,Queenstown- Total,Commonwealth,310
2015,Total,10 - 14,Queenstown- Total,Dover,730
2015,Total,10 - 14,Queenstown- Total,Ghim Moh,530
2015,Total,10 - 14,Queenstown- Total,Holland Drive,550
2015,Total,10 - 14,Queenstown- Total,Kent Ridge,50
